icpsr,bioname,chamber,party_code,wing,nominate_dim1,nominate_dim2,state_abbrev,born,died,gen,region,total_vote,iso_num,oppo_per,first_cong,last_cong,congress_num,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
116,"ALLEN, John Joseph, Jr.",House,Republican,Center,0.2,-0.39,CA,1899,1995,lost,West,95,10,0.105263158,80,85,6,X,X,X,X,X,X,0.125,0.272727273,0,0.076923077,0,0.142857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6259,"McGRATH, Christopher Columbus",House,Democrat,Left,-0.387,-0.239,NY,1902,1986,greatest,North,19,2,0.105263158,81,82,2,X,X,X,X,X,X,X,0,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4785,"HYDE, DeWitt Stephen",House,Republican,Center,0.187,-0.418,MD,1909,1986,greatest,South,57,6,0.105263158,83,85,3,X,X,X,X,X,X,X,X,X,0.076923077,0.066666667,0.137931034,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6240,"McFALL, John Joseph",House,Democrat,Center,-0.468,0.442,CA,1918,2006,greatest,West,657,69,0.105022831,85,95,11,X,X,X,X,X,X,X,X,X,X,X,0.035714286,0.05,0,0.033333333,0.057692308,0.024390244,0.073170732,0.050847458,0.08045977,0.078651685,0.253012048,X,X,X,X,X,X,X
3744,"GRANAHAN, William Thomas",House,Democrat,Left,-0.467,-0.164,PA,1895,1956,lost,North,67,7,0.104477612,79,84,5,X,X,X,X,X,0.19047619,X,0,0.166666667,0,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10091,"WIDNALL, William Beck",House,Republican,Center,0.125,-0.45,NJ,1906,1983,greatest,North,431,45,0.104408353,81,93,13,X,X,X,X,X,X,X,0.2,0,0.071428571,0,0.107142857,0,0.023809524,0.133333333,0.16,0.102564103,0.093023256,0.157894737,0.126582278,X,X,X,X,X,X,X,X,X
7869,"RICHARDS, James Prioleau",House,Democrat,Right,-0.171,0.879,SC,1894,1979,lost,South,182,19,0.104395604,73,84,11,0.222222222,0.2,0.064516129,0.212121212,0.105263158,0.136363636,0,0,0.125,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7232,"PATMAN, John William Wright",House,Democrat,Right,-0.396,0.855,TX,1893,1976,lost,Southwest,575,60,0.104347826,71,94,21,0.5,0.3,0,0.153846154,0.058823529,0.130434783,0,0,0.083333333,0.153846154,0.076923077,0.214285714,0.476190476,0.05,0,0.02,0,0.054054054,0.040816327,0.15,0.161290323,X,X,X,X,X,X,X,X
5647,"LEWIS, Lawrence",House,Democrat,Center,-0.138,0.439,CO,1879,1943,missionary,Rockies,96,10,0.104166667,73,78,5,0.2,0.181818182,0.03030303,0.114285714,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5947,"MALONEY, Paul Herbert",House,Democrat,Right,-0.178,0.503,LA,1876,1967,missionary,South,77,8,0.103896104,72,79,5,0.375,0.333333333,0.038461538,X,0,0.0625,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7980,"ROBINSON, James William",House,Democrat,Center,-0.338,0.048,UT,1878,1964,missionary,Rockies,106,11,0.103773585,73,79,6,0.5,0.333333333,0.071428571,0.066666667,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
387,"BALDWIN, John Finley, Jr.",House,Republican,Center,0.055,-0.315,CA,1915,1966,greatest,West,164,17,0.103658537,84,89,6,X,X,X,X,X,X,X,X,X,X,0,0.068965517,0,0.045454545,0.193548387,0.291666667,X,X,X,X,X,X,X,X,X,X,X,X,X
3208,"FLANNERY, John Harold",House,Democrat,Left,-0.331,-0.088,PA,1898,1961,lost,North,58,6,0.103448276,75,77,3,X,0.375,0.066666667,0.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6799,"MURDOCK, John Robert",House,Democrat,Center,-0.329,0.326,AZ,1885,1972,lost,Southwest,155,16,0.103225806,75,82,8,X,0.636363636,0.125,0.03030303,0,0.090909091,0,0,0.166666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2791,"DURHAM, Carl Thomas",House,Democrat,Right,-0.117,0.791,NC,1892,1974,lost,South,194,20,0.103092784,76,86,11,X,X,0.032258065,0.125,0,0.176470588,0,0,0.111111111,0.222222222,0.25,0.12,0.153846154,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6249,"McGEE, Gale William",Senate,Democrat,Center,-0.24,0.145,WY,1915,1992,greatest,Rockies,660,68,0.103030303,86,94,9,X,X,X,X,X,X,X,X,X,X,X,X,0.166666667,0.031746032,0.125,0.014285714,0.061728395,0.17721519,0.116071429,0.126436782,0.107142857,X,X,X,X,X,X,X,X
7656,"PURTELL, William Arthur",Senate,Republican,Center,0.186,-0.829,CT,1897,1978,lost,North,107,11,0.102803738,83,85,3,X,X,X,X,X,X,X,X,X,0.157894737,0.115384615,0.055555556,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2335,"DARDEN, Colgate Whitehead, Jr.",House,Democrat,Right,-0.098,0.58,VA,1897,1981,lost,South,39,4,0.102564103,73,77,3,0.375,X,0.035714286,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
193,"ANDREWS, Charles Oscar",Senate,Democrat,Right,-0.151,0.62,FL,1877,1946,missionary,South,127,13,0.102362205,74,79,6,X,0.166666667,0.14893617,0.024390244,0.19047619,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2236,"CULLEN, Thomas Henry",House,Democrat,Left,-0.494,-0.786,NY,1868,1944,missionary,North,98,10,0.102040816,66,78,5,0.2,0.181818182,0.03030303,0.129032258,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3273,"FORD, Thomas Francis",House,Democrat,Left,-0.61,-0.407,CA,1873,1958,missionary,West,108,11,0.101851852,73,78,5,0.333333333,0.3,0.066666667,0.05,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8568,"SLATTERY, James Michael",Senate,Democrat,Center,-0.437,0.046,IL,1878,1948,missionary,Midwest,59,6,0.101694915,76,76,1,X,X,0.101694915,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7114,"O'TOOLE, Donald Lawrence",House,Democrat,Left,-0.44,-0.271,NY,1902,1964,greatest,North,138,14,0.101449275,75,82,8,X,0.181818182,0.0625,0.085714286,0,0.2,0.111111111,0,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6597,"MONRONEY, Almer Stillwell Mike",House,Democrat,Center,-0.264,0.36,OK,1902,1980,greatest,Southwest,556,56,0.100719424,76,90,15,X,X,0,0.135135135,0,0.090909091,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6597,"MONRONEY, Almer Stillwell Mike",Senate,Democrat,Center,-0.264,0.36,OK,1902,1980,greatest,Southwest,556,56,0.100719424,76,90,15,X,X,X,X,X,X,X,X,0.083333333,0.166666667,0.235294118,0.068965517,0.166666667,0.053571429,0.092307692,0.028169014,0.151898734,X,X,X,X,X,X,X,X,X,X,X,X
5122,"KEFAUVER, Carey Estes",House,Democrat,Center,-0.429,0.372,TN,1903,1963,greatest,South,368,37,0.100543478,76,88,13,X,X,0.045454545,0.051282051,0,0.1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5122,"KEFAUVER, Carey Estes",Senate,Democrat,Center,-0.429,0.372,TN,1903,1963,greatest,South,368,37,0.100543478,76,88,13,X,X,X,X,X,X,X,0.074074074,0.066666667,0.076923077,0.098039216,0.263157895,0.208333333,0.015873016,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2257,"CURLEY, Edward Walter",House,Democrat,Left,-0.598,-0.491,NY,1873,1940,missionary,North,10,1,0.1,74,76,3,0,0.111111111,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6627,"MOORE, Arthur Harry",Senate,Democrat,Left,-0.391,-0.435,NJ,1877,1952,missionary,North,20,2,0.1,74,75,2,0.0625,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
319,"BACHMAN, Nathan Lynn",Senate,Democrat,Center,-0.312,0.108,TN,1878,1937,missionary,South,20,2,0.1,73,75,2,0.0625,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8250,"SCANLON, Thomas Edward",House,Democrat,Left,-0.543,-0.583,PA,1896,1955,lost,North,50,5,0.1,77,78,2,X,X,X,0.138888889,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6466,"MILES, John Esten",House,Democrat,Center,-0.211,0.492,NM,1884,1971,lost,Southwest,10,1,0.1,81,81,1,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1607,"CAVALCANTE, Anthony",House,Democrat,Left,-0.304,-0.21,PA,1897,1966,lost,North,10,1,0.1,81,81,1,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2507,"DENNY, Harmar Denny, Jr.",House,Republican,Center,0.192,-0.27,PA,1886,1966,lost,North,10,1,0.1,82,82,1,X,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
845,"BONIN, Edward John",House,Republican,Center,0.214,-0.375,PA,1904,1990,greatest,North,10,1,0.1,83,83,1,X,X,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10772,"STALBAUM, Lynn Ellsworth",House,Democrat,Left,-0.235,-0.188,WI,1920,1999,greatest,Midwest,50,5,0.1,89,89,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X
13052,"MALLARY, Richard Walker",House,Republican,Center,0.298,-0.634,VT,1929,2011,silent,North,110,11,0.1,92,93,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.071428571,0.109756098,X,X,X,X,X,X,X,X,X
14680,"HUTCHINSON, John Guiher",House,Democrat,Center,-0.222,0.164,WV,1935,NA,silent,South,20,2,0.1,96,96,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,X,X,X,X,X,X
802,"BLOOM, Sol",House,Democrat,Left,-0.468,-0.544,NY,1870,1949,missionary,North,143,14,0.097902098,68,81,8,0.333333333,0.181818182,0.033333333,0.03125,0,0.105263158,0.1875,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6586,"MONAGAN, John Stephen",House,Democrat,Left,-0.228,-0.018,CT,1911,2005,greatest,North,286,28,0.097902098,86,92,7,X,X,X,X,X,X,X,X,X,X,X,X,0.095238095,0.071428571,0.034482759,0.076923077,0.048780488,0.170731707,0.15,X,X,X,X,X,X,X,X,X,X
1986,"CONNALLY, Thomas Terry (Tom)",Senate,Democrat,Right,-0.195,0.581,TX,1877,1963,missionary,Southwest,225,22,0.097777778,65,82,9,0.0625,0.25,0.079365079,0.048780488,0.35,0.083333333,0.05,0.035714286,0.117647059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2745,"DUFF, James Henderson",Senate,Republican,Center,0.091,-0.666,PA,1883,1969,lost,North,82,8,0.097560976,82,84,3,X,X,X,X,X,X,X,X,0.071428571,0.125,0.096153846,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1181,"BRYSON, Joseph Raleigh",House,Democrat,Right,-0.116,0.834,SC,1893,1953,lost,South,154,15,0.097402597,76,83,8,X,X,0.064516129,0.15,0.05,0.12,0,0.3,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2650,"DOMENGEAUX, James",House,Democrat,Right,-0.044,0.707,LA,1907,1988,greatest,South,72,7,0.097222222,77,80,4,X,X,X,0.064516129,0.083333333,0.25,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10560,"SIBAL, Abner Woodruff",House,Republican,Center,0.098,-0.787,CT,1921,2000,greatest,North,72,7,0.097222222,87,88,2,X,X,X,X,X,X,X,X,X,X,X,X,X,0.046511628,0.172413793,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5747,"LOGAN, Marvel Mills",Senate,Democrat,Center,-0.392,0.082,KY,1874,1939,missionary,South,31,3,0.096774194,72,76,3,0.071428571,0.222222222,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6664,"MORANO, Albert Paul",House,Republican,Center,0.062,-0.829,CT,1908,1987,greatest,North,62,6,0.096774194,82,85,4,X,X,X,X,X,X,X,X,0,0.076923077,0,0.172413793,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5180,"KENNEDY, John Fitzgerald",House,Democrat,Left,-0.311,-0.244,MA,1917,1963,greatest,North,177,17,0.096045198,80,86,7,X,X,X,X,X,X,0,0,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5180,"KENNEDY, John Fitzgerald",Senate,Democrat,Left,-0.311,-0.244,MA,1917,1963,greatest,North,177,17,0.096045198,80,86,7,X,X,X,X,X,X,X,X,X,0.263157895,0.12244898,0.052631579,0.042553191,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2604,"DINGELL, John David",House,Democrat,Left,-0.422,-0.28,MI,1894,1955,lost,Midwest,157,15,0.095541401,73,84,11,0.444444444,0.3,0.137931034,0.051282051,0,0.055555556,0,0,0.2,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4471,"HOBBS, Samuel Francis",House,Democrat,Right,-0.176,0.984,AL,1887,1952,lost,South,147,14,0.095238095,74,81,8,0.272727273,0.1,0.03125,0.138888889,0.125,0.117647059,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4184,"HATCH, Carl Atwood",Senate,Democrat,Center,-0.241,0.285,NM,1889,1963,lost,Southwest,189,18,0.095238095,73,80,7,0.176470588,0.2,0.095238095,0.075,0.19047619,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8944,"STEWART, Paul",House,Democrat,Right,0.006,0.943,OK,1892,1950,lost,Southwest,21,2,0.095238095,78,79,2,X,X,X,X,0,0.25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7078,"O'NEILL, Harry Patrick",House,Democrat,Left,-0.446,-0.041,PA,1889,1953,lost,North,21,2,0.095238095,81,82,2,X,X,X,X,X,X,X,0,0.222222222,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1235,"BULWINKLE, Alfred Lee",House,Democrat,Right,-0.199,0.628,NC,1883,1950,lost,South,137,13,0.094890511,67,81,8,0.5,0.111111111,0.060606061,0.128205128,0,0.095238095,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2671,"DORN, Francis Edwin",House,Republican,Center,0.044,-0.747,NY,1911,1987,greatest,North,74,7,0.094594595,83,86,4,X,X,X,X,X,X,X,X,X,0.071428571,0.071428571,0.178571429,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
388,"BALDWIN, Joseph Clark",House,Republican,Left,-0.041,-0.934,NY,1897,1957,lost,North,53,5,0.094339623,77,79,3,X,X,X,0.04,0.214285714,0.071428571,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
598,"BELL, Charles Jasper",House,Democrat,Right,-0.059,0.613,MO,1885,1978,lost,Midwest,117,11,0.094017094,74,80,7,0.2,0.333333333,0.032258065,0.115384615,0.083333333,0.105263158,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1676,"CHATHAM, Richard Thurmond",House,Democrat,Right,-0.067,0.742,NC,1896,1957,lost,South,32,3,0.09375,81,84,4,X,X,X,X,X,X,X,0,0,0.333333333,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2662,"DONOVAN, James George",House,Democrat,Left,-0.102,-0.114,NY,1898,1987,lost,North,32,3,0.09375,82,84,3,X,X,X,X,X,X,X,X,0,0.222222222,0.076923077,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4836,"IZAC, Edouard Victor Michel",House,Democrat,Left,-0.468,-0.209,CA,1891,1990,lost,West,107,10,0.093457944,75,79,5,X,0.3,0.03030303,0.058823529,0,0.222222222,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1717,"CHRISTOPHER, George Henry",House,Democrat,Center,-0.47,0.276,MO,1888,1959,lost,Midwest,43,4,0.093023256,81,86,4,X,X,X,X,X,X,X,0,X,X,0.111111111,0.130434783,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3092,"FEIGHAN, Michael Aloysius",House,Democrat,Center,-0.3,0.014,OH,1905,1992,greatest,Midwest,355,33,0.092957746,78,91,14,X,X,X,X,0,0.333333333,0.266666667,0.076923077,0.083333333,0,0,0.206896552,0.05,0.071428571,0.103448276,0.057692308,0.051282051,0.026315789,X,X,X,X,X,X,X,X,X,X,X
9713,"WAGNER, Robert Ferdinand",Senate,Democrat,Left,-0.458,-0.482,NY,1877,1953,missionary,North,183,17,0.092896175,70,81,8,0,0.25,0.114754098,0.054054054,0.181818182,0.052631579,0,0.166666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5208,"KERR, John Hosea",House,Democrat,Right,-0.184,0.643,NC,1873,1958,missionary,South,140,13,0.092857143,68,82,9,0.222222222,0.333333333,0.035714286,0.068965517,0.066666667,0.047619048,0.230769231,0,0.111111111,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1540,"CARROLL, John Albert",House,Democrat,Left,-0.543,-0.08,CO,1901,1983,greatest,Rockies,174,16,0.091954023,80,87,5,X,X,X,X,X,X,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8170,"SADLAK, Antoni Nicholas",House,Republican,Center,0.163,-0.536,CT,1908,1969,greatest,North,87,8,0.091954023,80,85,6,X,X,X,X,X,X,0,0.416666667,0,0.076923077,0,0.08,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1540,"CARROLL, John Albert",Senate,Democrat,Left,-0.543,-0.08,CO,1901,1983,greatest,Rockies,174,16,0.091954023,80,87,5,X,X,X,X,X,X,X,X,X,X,X,0.157894737,0.145833333,0.047619048,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9320,"THOMPSON, Clark Wallace",House,Democrat,Right,-0.306,0.866,TX,1896,1981,lost,Southwest,207,19,0.09178744,73,89,10,X,X,X,X,X,X,0,0,0,0.230769231,0,0.25,0.4,0,0,0.028571429,X,X,X,X,X,X,X,X,X,X,X,X,X
7271,"PAYNE, Frederick George",Senate,Republican,Center,0.094,-0.514,ME,1904,1978,greatest,North,109,10,0.091743119,83,85,3,X,X,X,X,X,X,X,X,X,0.105263158,0.096153846,0.078947368,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4151,"HARTER, Dow Watters",House,Democrat,Left,-0.228,-0.035,OH,1885,1971,lost,Midwest,88,8,0.090909091,73,77,4,0.363636364,0.25,0.033333333,0.025641026,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8037,"ROGERS, William Vann, Jr.",House,Democrat,Left,-0.415,-0.91,CA,1911,1993,greatest,West,11,1,0.090909091,78,78,1,X,X,X,X,0.090909091,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4371,"HERTER, Christian Archibald",House,Republican,Center,0.169,-0.696,MA,1895,1966,lost,North,77,7,0.090909091,78,82,5,X,X,X,X,0.166666667,0.090909091,0.0625,0.076923077,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6939,"NIXON, Richard Milhous",House,Republican,Center,0.162,-0.388,CA,1913,1994,greatest,West,44,4,0.090909091,80,82,4,X,X,X,X,X,X,0,0.181818182,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6398,"MEADE, Wendell Howes",House,Republican,Center,0,-0.44,KY,1912,1986,greatest,South,11,1,0.090909091,80,80,1,X,X,X,X,X,X,0.090909091,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
390,"BALDWIN, Raymond Earl",Senate,Republican,Center,0.205,-0.694,CT,1893,1986,lost,North,33,3,0.090909091,80,81,2,X,X,X,X,X,X,0,0.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
998,"BREEN, Edward Grimes",House,Democrat,Left,-0.335,-0.11,OH,1908,1991,greatest,Midwest,11,1,0.090909091,81,82,2,X,X,X,X,X,X,X,0.111111111,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6939,"NIXON, Richard Milhous",Senate,Republican,Center,0.162,-0.388,CA,1913,1994,greatest,West,44,4,0.090909091,80,82,4,X,X,X,X,X,X,X,0.5,0.0625,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5471,"LANTAFF, William Courtland",House,Democrat,Center,-0.107,0.431,FL,1913,1970,greatest,South,22,2,0.090909091,82,83,2,X,X,X,X,X,X,X,X,0,0.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7372,"PETERSON, James Hardin",House,Democrat,Right,-0.18,0.739,FL,1894,1978,lost,South,155,14,0.090322581,73,81,8,0.285714286,0.2,0,0.114285714,0.058823529,0.111111111,0,0.076923077,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
997,"BREEDING, James Floyd",House,Democrat,Center,-0.245,0.335,KS,1901,1977,greatest,Midwest,89,8,0.08988764,85,87,3,X,X,X,X,X,X,X,X,X,X,X,0.107142857,0.142857143,0.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3872,"GUFFEY, Joseph F.",Senate,Democrat,Left,-0.656,-0.364,PA,1870,1959,missionary,North,168,15,0.089285714,74,79,6,0.071428571,0.3,0.064516129,0.071428571,0.181818182,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4892,"JARMAN, Peterson Bryant (Pete)",House,Democrat,Right,-0.238,0.971,AL,1892,1955,lost,South,112,10,0.089285714,75,80,6,X,0.2,0,0.15625,0.0625,0.133333333,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10623,"SENNER, George Frederick, Jr.",House,Democrat,Center,-0.305,0.228,AZ,1921,2007,greatest,Southwest,56,5,0.089285714,88,89,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.115384615,0.066666667,X,X,X,X,X,X,X,X,X,X,X,X,X
4367,"HERRING, Clyde LaVerne",Senate,Democrat,Center,-0.303,0.019,IA,1879,1945,missionary,Midwest,101,9,0.089108911,75,77,3,X,0,0.133333333,0.028571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4078,"HARLESS, Richard Fielding",House,Democrat,Center,-0.261,0.096,AZ,1905,1970,greatest,Southwest,45,4,0.088888889,78,80,3,X,X,X,X,0,0.2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7685,"RADCLIFFE, George Lovic Pierce",Senate,Democrat,Left,-0.263,-0.212,MD,1877,1974,missionary,South,170,15,0.088235294,74,79,6,0.058823529,0.2,0.084745763,0,0.217391304,0.105263158,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4278,"HEDRICK, Erland Harold",House,Democrat,Left,-0.22,-0.004,WV,1894,1954,lost,South,57,5,0.087719298,79,82,4,X,X,X,X,X,0.130434783,0,0,0.285714286,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1719,"CHUDOFF, Earl",House,Democrat,Left,-0.595,-0.258,PA,1907,1993,greatest,North,57,5,0.087719298,81,85,5,X,X,X,X,X,X,X,0,0.181818182,0,0.083333333,0.153846154,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10636,"WELTNER, Charles Longstreet",House,Democrat,Center,-0.201,0.248,GA,1927,1992,greatest,South,80,7,0.0875,88,89,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,0.08,X,X,X,X,X,X,X,X,X,X,X,X,X
3111,"FERGUSON, Phillip Colgan",House,Democrat,Center,-0.246,0.118,OK,1903,1978,greatest,Southwest,46,4,0.086956522,74,76,3,0.222222222,0.222222222,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2589,"DIETERICH, William Henry",Senate,Democrat,Left,-0.48,-0.389,IL,1876,1940,missionary,Midwest,23,2,0.086956522,72,75,2,0.058823529,0.166666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3201,"FLAHERTY, Thomas Aloysius",House,Democrat,Left,-0.432,-0.576,MA,1898,1965,lost,North,69,6,0.086956522,75,77,3,X,0,0.090909091,0.09375,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3415,"FURCOLO, John Foster",House,Democrat,Left,-0.351,-0.08,MA,1911,1995,greatest,North,23,2,0.086956522,81,82,2,X,X,X,X,X,X,X,0.083333333,0.090909091,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1829,"CLEMENTE, Louis Gary",House,Democrat,Left,-0.357,-0.22,NY,1908,1968,greatest,North,23,2,0.086956522,81,82,2,X,X,X,X,X,X,X,0.076923077,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2531,"DEVEREUX, James Patrick Sinnott",House,Republican,Center,0.238,-0.327,MD,1903,1988,greatest,South,69,6,0.086956522,82,85,4,X,X,X,X,X,X,X,X,0.083333333,0.071428571,0,0.137931034,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3809,"GREGORY, Noble Jones",House,Democrat,Right,-0.267,0.945,KY,1897,1971,lost,South,208,18,0.086538462,75,85,11,X,0.181818182,0.060606061,0.131578947,0.05,0.125,0,0,0.090909091,0.083333333,0.071428571,0.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7954,"ROBERTS, Kenneth Allison",House,Democrat,Right,-0.282,0.895,AL,1912,1989,greatest,South,128,11,0.0859375,82,88,7,X,X,X,X,X,X,X,X,0.083333333,0.083333333,0,0.071428571,0.25,0.04,0.055555556,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4704,"HUGHES, James Hurd",Senate,Democrat,Left,-0.611,-0.302,DE,1867,1953,missionary,South,105,9,0.085714286,75,77,3,X,0.333333333,0.051724138,0.078947368,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
